,S1,Ss,Tm,zetaM,gapRatio,RI,mu1,R1,GMFile,GMScale,mu2,mu3,R2,R3,beam,roofBeam,col,moatGap,Tfb,T1,T2,ST1,ST2,GMSavg,GMS1,GMST1,GMST2,GMSTm,IDALevel,maxDisplacement,driftMax1,driftMax2,driftMax3,accMax0,accMax1,accMax2,accMax3,velMax0,velMax1,velMax2,velMax3,collapseDrift1,collapseDrift2,collapseDrift3,serviceDrift1,serviceDrift2,serviceDrift3,occupancyDrift1,occupancyDrift2,occupancyDrift3,resDrift1,resDrift2,resDrift3,impactedLeft,impactedRight,impacted,uplifted,runFailed,collapsed,serviceFailure,Bm,DesignDm,earthquakeDm,moatAmpli,Tshort
15,1.017,2.2815,3.5,0.15,0.7280744715003784,1.0,0.0311693113307878,40.0,RSN1549_CHICHI_TCU129-E,4.0147743639813855,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166452,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.336216874795152,0.8348594011210497,0.4293990676910925,0.3990957518021939,2.0,28.5604,0.2000147435897436,0.0839391025641025,0.0485833333333332,1.472437888198758,0.1660496894409938,0.060473602484472,0.2420535714285714,8.51464,22.9002,50.2592,63.1397,1,1,1,1,1,1,1,1,1,0.4060358974358974,0.3057660256410256,0.2835128205128207,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,35.445148987149054,0.7280744715003784,0.4457593688362919
20,1.017,2.2815,3.5,0.15,1.103387255386411,1.0,0.0311693113307878,40.0,RSN3753_LANDERS_FVR045,14.919276295816127,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166623,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,3.581042558804524,0.5576154491374343,0.3052336586621549,0.2633449200658651,2.0,28.3253,0.1999442307692307,0.1501929487179487,0.048101282051282,0.7506521739130436,0.1418514492753623,0.3778752587991718,0.0446710662525879,77.7211,40.6562,20.0247,9.78312,1,1,1,1,1,1,1,1,1,0.984308974358974,0.9925705128205128,0.049673076923077,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,23.38862261648391,1.103387255386411,0.4457593688362919
21,1.017,2.2815,3.5,0.15,0.6233963315646551,1.0,0.0311693113307878,40.0,RSN882_LANDERS_FHS000,13.95316628485916,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166423,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.1653402490320386,1.1875626031757731,0.2805894590406512,0.466110263822257,2.0,27.5887,0.0396628205128205,0.0359128205128204,0.0373653846153846,4.475465838509317,1.9212888198757767,1.3180124223602483,1.3327820910973085,73.6123,72.2454,79.9655,83.4335,0,0,0,1,1,1,1,1,1,0.0233010384615384,0.0215954487179487,0.0155498076923076,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,41.39695216251717,0.6233963315646551,0.4457593688362919
22,1.017,2.2815,3.5,0.15,0.5009821012829321,1.0,0.0311693113307878,40.0,RSN3947_TOTTORI_SMNH01NS,10.178930667152068,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166368,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.008490312953379,0.9612781093441009,0.4934802509181911,0.5800036125588586,2.0,325.078,0.2001946153846153,0.0302423076923076,0.0145673076923076,0.8511853002070394,0.6934497929606626,0.1264112318840579,0.5703234989648033,257.57,101.169,93.1828,71.291,1,1,1,1,1,1,1,1,1,3.216147435897436,1.6763070512820513,0.4917735256410256,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,51.51223576647553,0.5009821012829321,0.4457593688362919
23,1.017,2.2815,3.5,0.15,0.4999237376008662,1.0,0.0311693113307878,40.0,RSN3966_TOTTORI_TTR009NS,9.276218249372617,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166432,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.519795190297061,1.160968810513909,0.4487751445872472,0.5812315093615693,2.0,28.979,0.224016282051282,0.138496282051282,0.1260852564102564,6.901216356107661,2.349943064182195,1.1798524844720495,1.2495005175983436,143.726,124.567,121.703,161.347,1,1,1,1,1,1,1,1,1,0.1173161538461538,0.0626666666666666,0.0365705128205128,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,51.62128975894824,0.49992373760086617,0.4457593688362919
24,1.017,2.2815,3.5,0.15,0.5725782662672485,1.0,0.0311693113307878,40.0,RSN3964_TOTTORI_TTR007NS,7.903279312902962,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166692,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.751714440029064,0.9812605001594752,0.4218089354735534,0.5074789695838815,2.0,30.9379,0.227441923076923,0.1903383333333333,0.1519307692307692,11.46850414078675,3.971428571428572,2.0911671842650104,1.7800724637681162,181.871,157.836,139.828,139.334,1,1,1,1,1,1,1,1,1,0.0984308333333333,0.1729596153846153,0.1253,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,45.07105776876544,0.5725782662672485,0.4457593688362919
25,1.017,2.2815,3.5,0.15,0.5082688079455476,1.0,0.0311693113307878,40.0,RSN3979_SANSIMEO_37737090,17.6837964799175,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166197,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.716388525103999,0.6871197379963054,0.5684271706293439,0.5716884924454353,2.0,29.0138,0.2000400641025641,0.1053102564102563,0.0122576923076923,0.8823602484472051,0.4180978260869565,0.5914026915113872,0.0140805641821946,66.8487,38.7004,12.1242,18.9083,1,1,0,1,1,1,1,1,1,0.3574538461538461,0.2942980769230769,0.0047820512820513,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,50.77373962880577,0.5082688079455476,0.4457593688362919
26,1.017,2.2815,3.5,0.15,0.6098995512497258,1.0,0.0311693113307878,40.0,RSN4031_SANSIMEO_36695090,6.287541400621172,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166707,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.218694165349294,0.8343004502157864,0.4501700010573333,0.476425057168886,2.0,28.4606,0.1999860256410256,0.1137942307692307,0.0921666666666666,0.2291827122153209,0.3343814699792961,0.0787119565217391,0.1408242753623188,74.0645,57.1717,36.8299,21.857,1,1,1,1,1,1,1,1,1,0.3538153846153846,0.2277032051282051,0.1961858974358974,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,42.31304657167072,0.6098995512497258,0.4457593688362919
28,1.017,2.2815,3.5,0.15,0.7155017184870323,1.0,0.0311693113307878,40.0,RSN4040_BAM_BAM-L,2.31239000304373,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516644,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.449350550534008,1.2232634223067285,0.2935056026048725,0.4061086382655486,2.0,27.8372,0.0655410256410256,0.0443160256410256,0.0428333333333333,4.757660455486542,1.7554710144927537,1.3542158385093168,1.2161154244306418,122.295,123.536,125.822,127.463,1,0,0,1,1,1,1,1,1,0.0315368717948717,0.0084841666666666,0.001559423076923,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,36.067989005869094,0.7155017184870321,0.4457593688362919
31,1.017,2.2815,3.5,0.15,0.4952438595355453,1.0,0.0311693113307878,40.0,RSN4211_NIIGATA_NIG021NS,10.80631968177815,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166354,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.9775143571186429,0.7196110183030313,0.5651867628415289,0.5867239400886974,2.0,29.4095,0.2000294871794872,0.0468807692307692,0.0294358974358974,0.3020160455486542,0.209236801242236,0.2013527432712215,0.1661413043478261,25.1752,8.75528,11.9917,16.2102,1,1,0,1,1,1,1,1,1,0.9898826923076922,0.0492051282051281,0.026551282051282,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,52.10909255951812,0.4952438595355453,0.4457593688362919
32,1.017,2.2815,3.5,0.15,0.6145488210736433,1.0,0.0311693113307878,40.0,RSN4854_CHUETSU_65020NS,19.0605796035165,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516636,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.2137586150650983,1.1303947753129175,0.3532462059323048,0.472820740366547,2.0,32.1092,0.2001132756410256,0.0017653846153846,0.0177185897435897,4.271635610766046,0.6603933747412009,0.4958048654244307,0.0526498447204969,121.613,3.03123,16.8873,54.7105,1,1,1,1,1,1,1,1,1,0.9943852564102564,0.4092500000000001,0.4076852564102563,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,41.99293405361235,0.6145488210736433,0.4457593688362919
33,1.017,2.2815,3.5,0.15,0.38115006266524665,1.0,0.0311693113307878,40.0,RSN5267_CHUETSU_NIG021NS,18.166174277237957,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166143,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.5348280274789645,0.9832395674889975,0.5302665685135967,0.7623544032488571,2.0,27.3582,0.0431743589743589,0.049576923076923,0.0375333333333333,3.356987577639752,1.5071118012422362,1.03375,1.1563017598343686,84.9023,86.0595,87.4839,89.3842,0,0,0,1,1,1,1,1,1,0.0088539102564102,0.012818782051282,0.0093128205128205,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,67.70747441470586,0.38115006266524665,0.4457593688362919
34,1.017,2.2815,3.5,0.15,0.6277274516807405,1.0,0.0311693113307878,40.0,RSN4882_CHUETSU_65321NS,11.367150785192775,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516641,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.8775770879497664,1.1279225620069964,0.4085233759789763,0.4628942509896986,2.0,29.0358,0.2000282051282051,0.0768410256410256,0.0518653846153845,4.52062629399586,0.6266692546583852,0.7266692546583852,0.1075667701863354,19.4866,78.7499,87.2263,88.5213,1,1,1,1,1,1,1,1,1,0.9810128205128206,0.0438333333333332,0.0224102564102564,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,41.11132633593329,0.6277274516807405,0.4457593688362919
35,1.017,2.2815,3.5,0.15,0.4669404023427512,1.0,0.0311693113307878,40.0,RSN5807_IWATE_55462NS,15.562013595576422,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166412,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.7523091862850175,0.7520049049412155,0.35742148419892,0.6222880417148796,2.0,27.406,0.0560474358974359,0.0393846153846154,0.0375108974358974,3.591174948240166,0.9445522774327124,0.7049120082815735,0.7520134575569358,102.693,95.7788,97.7232,99.0017,1,0,0,1,1,1,1,1,1,0.0297336858974358,0.0152717307692307,0.0133591025641025,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,55.26767010648965,0.46694040234275114,0.4457593688362919
36,1.017,2.2815,3.5,0.15,0.3870679988807955,1.0,0.0311693113307878,40.0,RSN5804_IWATE_55446NS,14.899319977849558,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166097,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.001768336984022,0.716605384912494,0.4672058757397646,0.7506986612471553,2.0,28.5347,0.0835769871794871,0.0620801282051282,0.0530243589743589,5.974689440993789,2.571074016563147,1.3485947204968944,1.0950983436853,150.537,146.446,140.92600000000002,136.591,1,1,1,1,1,1,1,1,1,0.0510165641025641,0.0266510897435897,0.0316076923076923,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,66.6722854658371,0.38706799888079557,0.4457593688362919
37,1.017,2.2815,3.5,0.15,0.3502470972227011,1.0,0.0311693113307878,40.0,RSN5818_IWATE_48A61NS,4.518734290263292,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516674,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.3717264117097732,0.965910828059242,0.7275331326674808,0.8296183776411761,2.0,28.8014,0.0791788461538461,0.0641826923076923,0.0520128205128204,7.5121376811594205,3.060455486542443,1.7040864389233954,1.3021946169772258,99.8607,94.6273,91.0004,96.786,1,1,1,1,1,1,1,1,1,0.0290473717948717,0.0098700641025641,0.0044989743589743,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,73.6814332529979,0.3502470972227011,0.4457593688362919
41,1.017,2.2815,3.5,0.15,0.5256083655950227,1.0,0.0311693113307878,40.0,RSN6980_DARFIELD_WAKCN80E,11.172043021641649,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805165977,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.448512988407977,0.9561040350239322,0.3422010386453186,0.5528287744097887,2.0,32.5854,0.2000570512820513,0.0936865384615385,0.0049532051282051,1.110830745341615,0.1038783643892339,0.5934756728778469,0.5327691511387164,69.2012,13.9899,43.4637,42.9921,1,1,0,1,1,1,1,1,1,0.6803820512820513,0.0985102564102563,0.0374724358974358,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,49.09873929966061,0.5256083655950227,0.4457593688362919
42,1.017,2.2815,3.5,0.15,0.7055685460957482,1.0,0.0311693113307878,40.0,RSN15_KERN_TAF021,12.990715231601046,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516658,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.299121464047693,0.6587669508805141,0.3818939906909808,0.4118259383575144,2.0,28.3319,0.1312153846153846,0.0754807692307692,0.0687852564102564,6.047463768115942,2.2528260869565218,1.2855848861283643,1.3285869565217392,88.0578,90.0537,83.6354,86.8283,1,1,1,1,1,1,1,1,1,0.11887,0.0578403846153846,0.0482903846153846,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,36.57576327469771,0.7055685460957482,0.4457593688362919
45,1.017,2.2815,3.5,0.15,0.32340823929757895,1.0,0.0311693113307878,40.0,RSN68_SFERN_PEL090,8.116022137732335,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166406,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.017520551505979,0.6137461764263888,0.8490815492434219,0.8984663755089551,2.0,30.7238,0.2000358333333333,0.0047737179487179,0.0074576923076923,0.7161231884057971,0.5332375776397515,0.1683315217391304,0.133347049689441,40.0475,31.9613,48.4801,92.8793,1,1,1,1,1,1,1,1,1,0.9946294871794872,0.2042115384615386,0.1281666666666666,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,79.79607499215592,0.32340823929757895,0.4457593688362919
47,1.017,2.2815,3.5,0.15,0.8659313238605825,1.0,0.0311693113307878,40.0,RSN122_FRIULI.A_A-COD000,19.898576049181976,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166372,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.546655580211198,1.2475301507831065,0.2725038345225195,0.3355594382196197,2.0,27.8076,0.0400025641025641,0.0375564102564102,0.0400839743589743,4.365942028985508,1.779518633540373,1.3236620082815735,1.2295419254658386,95.7884,98.3796,92.5613,90.4937,0,0,0,1,1,1,1,1,1,0.0266180128205128,0.0129437179487179,0.0056083333333333,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,29.80225729797676,0.8659313238605825,0.4457593688362919
48,1.017,2.2815,3.5,0.15,0.5514760481817191,1.0,0.0311693113307878,40.0,RSN20_NCALIF.FH_H-FRN044,5.596676356914745,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516638,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.4828332444205692,1.195321733113156,0.3920482851428658,0.5268976404858859,2.0,31.1988,0.2000096153846153,0.1258153846153846,0.074126923076923,0.5001630434782609,0.3675465838509317,0.3764001035196687,0.0310675465838509,39.0089,33.1624,52.8376,55.8484,1,1,1,1,1,1,1,1,1,0.954817948717949,0.2045384615384614,0.0440064102564101,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,46.79570074014718,0.5514760481817191,0.4457593688362919
49,1.017,2.2815,3.5,0.15,0.5345934329007723,1.0,0.0311693113307878,40.0,RSN36_BORREGO_A-ELC180,9.291088420759955,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166512,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,1.6948478309055584,1.4192618735192262,0.3791690948151522,0.5435372204158044,2.0,33.4006,0.2000596153846154,0.003601282051282,0.0154429487179486,2.842624223602485,0.0257541666666666,0.2763819875776397,0.3291304347826087,127.069,58.8631,70.6124,90.4334,1,1,1,1,1,1,1,1,1,0.9998076923076924,0.5205833333333332,0.424325641025641,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,48.27352250857296,0.5345934329007723,0.4457593688362919
50,1.017,2.2815,3.5,0.15,0.4077265727474359,1.0,0.0311693113307878,40.0,RSN577_SMART1.45_45O01EW,7.61172614969641,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516636,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.0398033135300984,0.9182327959698654,0.6910438348145698,0.7126624752795339,2.0,27.6723,0.0484301282051282,0.0554403846153846,0.0523185897435897,4.485817805383022,1.8140087991718428,1.2622903726708077,1.3979037267080745,75.2601,75.3585,82.7178,85.8455,0,1,1,1,1,1,1,1,1,0.0116826217948717,0.0111276282051282,0.0186175,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,63.2941530942516,0.4077265727474359,0.4457593688362919
51,1.017,2.2815,3.5,0.15,0.43386264098115557,1.0,0.0311693113307878,40.0,RSN575_SMART1.45_45M01EW,6.753490762847818,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166743,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.3137986125796126,0.8140486085465518,0.5958612662143031,0.6697313875984297,2.0,27.4838,0.0281544871794871,0.0274435897435897,0.0304724358974359,3.86972049689441,1.495315734989648,1.1517520703933748,1.223592132505176,81.5863,81.3796,80.4811,75.4054,0,0,0,1,1,1,1,1,1,0.0152825128205128,0.0065323717948717,0.0073753519230769,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,59.48128665263809,0.43386264098115557,0.4457593688362919
52,1.017,2.2815,3.5,0.15,0.5035073189947584,1.0,0.0311693113307878,40.0,RSN579_SMART1.45_45O04EW,6.602966091854388,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166463,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.2009052798131687,0.668983853815555,0.4377395976151004,0.577094746411131,2.0,27.9228,0.0431416666666666,0.0296788461538461,0.0338115384615384,5.049042443064183,1.6213302277432713,1.0390398550724638,1.1936206004140786,89.7848,87.8635,81.7242,77.569,0,0,0,1,1,1,1,1,1,0.0361589743589743,0.0063982692307692,0.0074147435897435,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,51.25388875695642,0.5035073189947584,0.4457593688362919
53,1.017,2.2815,3.5,0.15,0.6336744045552065,1.0,0.0311693113307878,40.0,RSN138_TABAS_BOS-L1,14.26147014624745,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166694,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.3831501334655485,0.9678489322262622,0.5406760635838952,0.4585500479152045,2.0,29.7131,0.1969135897435897,0.1028891025641025,0.0446858974358974,1.9035584886128365,0.3271402691511387,0.4002743271221532,0.3641485507246377,48.2795,12.7271,32.6623,48.7763,1,1,0,1,1,1,1,1,1,0.1969135897435897,0.1028891025641025,0.0446858974358974,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,40.72550182011085,0.6336744045552064,0.4457593688362919
54,1.017,2.2815,3.5,0.15,0.5488302499667375,1.0,0.0311693113307878,40.0,RSN725_SUPER.B_B-POE270,6.708762688696111,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166323,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.2565802151341585,1.0921377199163054,0.3234092820223364,0.5294377060831451,2.0,26.1068,0.0044698717948717,0.0048596153846153,0.0051535256410256,0.9718400621118012,0.320370082815735,0.2697644927536232,0.2441120600414078,116.962,119.707,118.1,113.95,0,0,0,0,0,0,0,0,0,3.137179487179493e-05,6.391025641025805e-06,0.0001812564102564,1,0,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,47.02129322797853,0.5488302499667375,0.4457593688362919
55,1.017,2.2815,3.5,0.15,0.5781663468058322,1.0,0.0311693113307878,40.0,RSN821_ERZINCAN_ERZ-NS,2.532029073556102,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.219778488596442,1.411831206991771,0.3212486420646208,0.5025740951142081,2.0,32.8314,0.1998741025641025,0.0374371794871795,0.0220173076923076,0.5842857142857143,0.2129609213250517,0.6335222567287785,0.1929997412008282,118.418,25.3786,10.6667,14.4687,1,1,1,1,1,1,1,1,1,0.9701903846153846,0.5263346153846155,0.5928203205128205,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,44.63543798189534,0.5781663468058322,0.4457593688362919
56,1.017,2.2815,3.5,0.15,0.7959869270825789,1.0,0.0311693113307878,40.0,RSN1107_KOBE_KAK000,9.808966061386458,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166783,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.313139586733487,1.2422952675418952,0.3578548702078668,0.3650454783678671,2.0,25.1216,0.0030205128205128,0.0045583333333333,0.004851923076923,0.4358954451345756,0.0989655797101449,0.1407738095238095,0.2209992236024844,87.25,86.7881,85.5866,85.5927,0,0,0,0,0,0,0,0,0,2.9801282051282146e-05,5.42307692307772e-06,0.0001805448717948,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,32.42102004194527,0.7959869270825789,0.4457593688362919
57,1.017,2.2815,3.5,0.15,1.1288010944130018,1.0,0.0311693113307878,40.0,RSN1106_KOBE_KJM000,2.569331924569972,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516634,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,3.92308465297472,0.69387630324674,0.2110121452688156,0.2574159699256239,2.0,20.3032,0.0024583333333333,0.0039410256410256,0.0042923076923076,0.4337137681159421,0.0980861801242236,0.093023033126294,0.1726224120082816,83.8134,85.6431,88.5633,91.1562,0,0,0,0,0,0,0,0,0,0.0001973269230769,0.0001592435897435,0.000126923076923,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,22.862050935103586,1.1288010944130018,0.4457593688362919
59,1.017,2.2815,3.5,0.15,0.914638214402165,1.0,0.0311693113307878,40.0,RSN352_COALINGA.H_H-PG3000,18.924617583042245,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166314,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,3.5486250640813086,1.052568535514626,0.302618095401714,0.317690015566816,2.0,31.2973,0.2000314102564102,0.0296403846153846,0.0031442307692307,2.3308436853002075,0.0020103752587991,0.1526581262939958,0.2558260869565217,47.869,13.3924,14.3331,10.3903,1,1,0,1,1,1,1,1,1,0.4589538461538461,0.0774442307692308,0.0247333333333333,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,28.21520871281194,0.914638214402165,0.4457593688362919
60,1.017,2.2815,3.5,0.15,0.46209775520610985,1.0,0.0311693113307878,40.0,RSN347_COALINGA.H_H-Z09000,18.88734072890359,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166443,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.439050742240277,1.0994247682646592,0.3895820746520399,0.6288094354447249,2.0,29.1432,0.1838964102564102,0.0991168397435897,0.0759423076923077,7.93136645962733,2.8453416149068325,1.6490450310559008,1.7011930641821948,114.744,103.72,92.6559,85.6819,1,1,1,1,1,1,1,1,1,0.1239655128205128,0.0641294871794871,0.0230096153846153,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,55.84685886335919,0.46209775520610985,0.4457593688362919
67,1.017,2.2815,3.5,0.15,0.9181426372973259,1.0,0.0311693113307878,40.0,RSN930_BIGBEAR_SB2270,18.9198950999025,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166357,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,1.2016437052086753,2.0225538140851675,1.367393120117451,0.2750999574956649,0.3164774369119421,2.0,22.8073,0.0025346153846153,0.0033596153846153,0.0031435897435897,0.4007841614906832,0.0878944099378882,0.1191394927536231,0.1569440993788819,86.0024,86.1629,86.57700000000001,87.0975,0,0,0,0,0,0,0,0,0,7.053205128205154e-05,7.160256410256401e-05,0.0001195897435897,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,28.107515180904976,0.9181426372973259,0.4457593688362919
