,S1,Ss,Tm,zetaM,gapRatio,RI,mu1,R1,GMFile,GMScale,mu2,mu3,R2,R3,beam,roofBeam,col,moatGap,Tfb,T1,T2,ST1,ST2,GMSavg,GMS1,GMST1,GMST2,GMSTm,IDALevel,maxDisplacement,driftMax1,driftMax2,driftMax3,accMax0,accMax1,accMax2,accMax3,velMax0,velMax1,velMax2,velMax3,collapseDrift1,collapseDrift2,collapseDrift3,serviceDrift1,serviceDrift2,serviceDrift3,occupancyDrift1,occupancyDrift2,occupancyDrift3,resDrift1,resDrift2,resDrift3,impactedLeft,impactedRight,impacted,uplifted,runFailed,collapsed,serviceFailure,Bm,DesignDm,earthquakeDm,moatAmpli,Tshort
68,1.017,2.2815,3.5,0.15,0.6371303496614532,1.0,0.0311693113307878,40.0,RSN164_IMPVALL.H_H-CPE147,11.712013599321402,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516674,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.1249649068850112,0.5540736339265658,0.3665951843236092,0.4560627644340396,1.5,27.9635,0.0351134615384615,0.0298942307692307,0.0400814102564102,4.619694616977226,2.084992236024845,1.3695496894409938,1.2457246376811597,64.1922,66.6207,63.2568,69.6175,0,0,0,1,1,1,1,1,1,0.0276185897435897,0.0164505128205128,0.017394423076923,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,40.50459710447544,0.6371303496614532,0.4457593688362919
69,1.017,2.2815,3.5,0.15,0.5338374501120674,1.0,0.0311693113307878,40.0,RSN187_IMPVALL.H_H-PTS225,9.691502199874284,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166137,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.0661224218491503,0.8365587437574974,0.6195381082498368,0.5443069393322434,1.5,30.8456,0.2000782564102564,0.0207826923076923,0.0132871794871794,0.7275828157349896,1.033762939958592,0.3668478260869565,0.5264466873706005,22.0164,37.2418,47.3952,51.5564,1,1,1,1,1,1,1,1,1,0.9788205128205127,0.1788589743589744,0.1098974358974358,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,48.34188405225817,0.5338374501120674,0.4457593688362919
71,1.017,2.2815,3.5,0.15,0.4578586626566544,1.0,0.0311693113307878,40.0,RSN812_LOMAP_WDS000,8.978144526519882,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516652,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.8831164346426497,0.6806789112884761,0.4552337977402209,0.6346312787562708,1.5,27.3061,0.0309275641025641,0.0275339743589743,0.0262429487179487,3.632919254658385,1.3346687370600414,1.1829684265010352,1.192857142857143,56.5249,58.9608,60.4216,66.315,0,0,0,1,1,1,1,1,1,0.003646673076923,0.0104427435897435,0.0081230769230769,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,56.36391799672691,0.4578586626566544,0.4457593688362919
72,1.017,2.2815,3.5,0.15,0.6731940968540197,1.0,0.0311693113307878,40.0,RSN787_LOMAP_SLC270,4.534342777721166,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516646,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.517629893096512,0.7125342365228928,0.2640046392918805,0.4316309812123,1.5,27.2108,0.027326923076923,0.0253032051282051,0.0285442307692307,3.6172877846790894,1.238561076604555,0.8572049689440994,0.8746739130434783,67.8937,69.5766,77.2495,76.6377,0,0,0,1,1,1,1,1,1,0.0186540512820512,0.0153153846153846,0.0139301282051282,1,1,1,0,0,-1.0,1.0,1.3499999999999999,25.806708116070713,38.33472134807925,0.6731940968540198,0.4457593688362919
73,1.017,2.2815,3.5,0.15,0.6252462035076602,1.0,0.0311693113307878,40.0,RSN779_LOMAP_LGP000,1.2380560819726565,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166554,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.2961518636192233,0.7045417923118839,0.3329176321337634,0.4647312161854153,1.5,26.201,0.0060275641025641,0.0074679487179487,0.0090064102564102,0.9879270186335404,0.4022334368530021,0.3370134575569358,0.4112965838509317,65.2616,66.7936,64.975,58.8679,0,0,0,0,0,0,0,1,1,3.895512820512891e-05,6.153205128205073e-05,0.0002985576923076,1,0,1,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,41.274473913306295,0.6252462035076602,0.4457593688362919
74,1.017,2.2815,3.5,0.15,0.626441950254755,1.0,0.0311693113307878,40.0,RSN827_CAPEMEND_FOR000,6.924325303487285,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166423,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.2454063793551018,1.0178705530569216,0.3772891828081436,0.463844141429644,1.5,31.9903,0.1999397435897436,0.0398083333333333,0.0234115384615384,3.412396480331263,0.1024684265010352,0.4102795031055901,0.0375416666666666,72.4461,16.7078,32.504,58.8055,1,1,0,1,1,1,1,1,1,0.6944679487179487,0.0640474358974358,0.0044647435897435,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,41.19568956960164,0.626441950254755,0.4457593688362919
75,1.017,2.2815,3.5,0.15,0.5941776480620241,1.0,0.0311693113307878,40.0,RSN3747_CAPEMEND_CRW270,6.45626102077966,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516635,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.1746786007908363,0.8159829730372099,0.4939744691552382,0.489031234209431,1.5,31.1301,0.2001357692307692,0.0408448717948718,0.0231826923076922,0.860023291925466,0.1144764492753623,0.4813612836438923,0.0126524585921325,81.5228,6.737439999999999,22.2047,48.5415,1,1,1,1,1,1,1,1,1,1.0087991666666667,0.357949358974359,0.1995980769230769,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,43.43264712202174,0.5941776480620241,0.4457593688362919
76,1.017,2.2815,3.5,0.15,0.6059798580000213,1.0,0.0311693113307878,40.0,RSN825_CAPEMEND_CPM000,2.378715699541961,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516622,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.772542582524714,0.4672794972509698,0.4005707870957863,0.4795067438882075,1.5,27.5121,0.0507294871794871,0.0363621794871794,0.0380615384615384,3.472748447204969,1.5442313664596274,1.1371997929606623,1.1105486542443064,124.852,126.449,128.128,128.928,1,0,0,1,1,1,1,1,1,0.0009188461538461,0.0107393589743589,0.0116639102564102,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,42.58674240632897,0.6059798580000214,0.4457593688362919
78,1.017,2.2815,3.5,0.15,0.7435993114587742,1.0,0.0311693113307878,40.0,RSN1005_NORTHR_TEM090,10.51118639305381,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166463,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.13814600704667,0.5753548227112292,0.4196390647727131,0.3907634449007127,1.5,18.9631,0.0021916666666666,0.0030038461538461,0.0029839743589743,0.3396816770186335,0.0771601966873706,0.0868234989648033,0.1267748447204968,60.4658,59.6002,59.7394,60.4922,0,0,0,0,0,0,0,0,0,4.307692307692061e-05,2.05128205128211e-05,0.000171923076923,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,34.705126428161655,0.7435993114587743,0.4457593688362919
79,1.017,2.2815,3.5,0.15,0.674658431527741,1.0,0.0311693113307878,40.0,RSN1083_NORTHR_GLE170,10.428063263983413,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166792,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.1467805434842298,0.5714107875877708,0.3058265015764257,0.4306941334942477,1.5,27.156,0.0310448717948717,0.0273147435897435,0.0288705128205128,2.5096273291925466,1.288695652173913,0.8754994824016564,0.9271299171842652,69.9752,61.4966,62.3059,72.1913,0,0,0,1,1,1,1,1,1,0.0116777435897435,0.0108370576923076,0.0122014102564102,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,38.25151648610144,0.674658431527741,0.4457593688362919
80,1.017,2.2815,3.5,0.15,0.4996324767028187,1.0,0.0311693113307878,40.0,RSN1148_KOCAELI_ARE000,14.429267760168909,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051663,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.6828912705756036,0.5003845638044672,0.4033803427278749,0.5815703384395094,1.5,30.3234,0.1999891025641025,0.1568314102564103,0.1389807692307692,0.2688742236024845,0.1642272256728778,0.110728519668737,0.1728335921325051,32.8495,12.6981,1.51408,9.58807,1,1,1,1,1,1,1,1,1,0.2695660256410256,0.2419217948717948,0.2340262820512821,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,51.65138240487226,0.49963247670281874,0.4457593688362919
81,1.017,2.2815,3.5,0.15,0.5661061751201458,1.0,0.0311693113307878,40.0,RSN1541_CHICHI_TCU116-E,3.5432299663716518,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516652,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.1106574462700163,0.6030783189977672,0.4743494426068176,0.5132807966805167,1.5,28.2933,0.2000083333333333,0.1623653846153846,0.0946128205128204,0.2065646997929606,0.2647256728778468,0.0924109730848861,0.1663413561076604,37.5498,13.7864,0.971165,6.961689999999999,1,1,1,1,1,1,1,1,1,0.3506141025641026,0.2876461538461539,0.2149833333333332,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,45.58633918909948,0.5661061751201458,0.4457593688362919
82,1.017,2.2815,3.5,0.15,0.6132931278878957,1.0,0.0311693113307878,40.0,RSN1545_CHICHI_TCU120-E,3.0830773061741628,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166428,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.4675762451274244,1.026310023790672,0.4006644258675145,0.4737888219490083,1.5,30.8007,0.1999419230769231,0.0292371794871794,0.0139173076923077,1.0743555900621118,0.4070703933747412,0.4621713250517598,0.4061930641821946,68.329,28.0781,52.4765,98.2938,1,1,1,1,1,1,1,1,1,0.9902044871794872,0.2095192307692308,0.1453205128205128,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,42.07891290898004,0.6132931278878957,0.4457593688362919
83,1.017,2.2815,3.5,0.15,0.9707659620005051,1.0,0.0311693113307878,40.0,RSN1549_CHICHI_TCU129-E,3.0110807729860385,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516639,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.7521626560963632,0.6261445508407871,0.3220493007683193,0.2993218138516453,1.5,28.1532,0.1229089743589743,0.0757532051282051,0.0668391025641025,5.516226708074534,1.6771066252587992,1.2812344720496895,1.2949792960662527,89.2043,88.2931,84.1931,83.9897,1,1,1,1,1,1,1,1,1,0.0826340384615384,0.0326564102564102,0.0248705128205128,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,26.583861740361773,0.9707659620005051,0.4457593688362919
85,1.017,2.2815,3.5,0.15,0.7277517606394978,1.0,0.0311693113307878,40.0,RSN1615_DUZCE_1062-N,19.812821054576307,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166523,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.899416321372964,0.6133065816793503,0.4409342763066736,0.3992727249688748,1.5,30.8478,0.199900641025641,0.1253108974358974,0.0835301282051281,3.2436076604554867,1.025799689440994,0.1115778985507246,0.0431977225672877,10.7454,53.9909,72.4724,73.0656,1,1,1,1,1,1,1,1,1,0.9980825,0.0126858974358975,0.0111794871794871,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,35.460866619399965,0.7277517606394978,0.4457593688362919
87,1.017,2.2815,3.5,0.15,0.7653620998436005,1.0,0.0311693113307878,40.0,RSN3760_LANDERS_BLC360,16.928317848081548,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051665,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.3415321164443754,0.6479542295532199,0.4512426454088715,0.3796522307948173,1.5,29.2529,0.1999730769230769,0.0606352564102564,0.0267884615384615,0.3659704968944099,0.7390786749482402,0.2174950828157349,0.0279857660455486,34.8069,65.518,85.7579,94.6734,1,1,1,1,1,1,1,1,1,0.9900864102564104,0.0311025641025641,0.0461923076923078,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,33.718298987295356,0.7653620998436005,0.4457593688362919
88,1.017,2.2815,3.5,0.15,1.4711830071818812,1.0,0.0311693113307878,40.0,RSN3753_LANDERS_FVR045,11.189457221862094,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166454,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.6857819191033925,0.4182115868530756,0.2289252439966162,0.1975086900493988,1.5,27.2129,0.0311692307692307,0.0312980769230769,0.0332698717948717,3.5790113871635616,1.2239466873706006,0.7590502070393376,0.9090631469979296,99.4839,99.6139,99.6403,98.3957,0,0,0,1,1,1,1,1,1,0.0216445512820512,0.0176720512820512,0.0116045512820512,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,17.541466962362932,1.4711830071818812,0.4457593688362919
89,1.017,2.2815,3.5,0.15,0.8311951087528736,1.0,0.0311693113307878,40.0,RSN882_LANDERS_FHS000,10.464874713644368,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166343,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.6240051867740288,0.8906719523818298,0.2104420942804883,0.3495826978666927,1.5,22.258000000000003,0.0026485897435897,0.0041166025641025,0.0036441666666666,0.3253286749482402,0.0824710144927536,0.1274187370600414,0.1509202898550724,47.7563,48.8653,50.2771,51.3942,0,0,0,0,0,0,0,0,0,0.0006715384615384,0.0011249358974358,0.0012839743589743,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,31.04771412188787,0.8311951087528736,0.4457593688362919
90,1.017,2.2815,3.5,0.15,0.6679761350439096,1.0,0.0311693113307878,40.0,RSN3947_TOTTORI_SMNH01NS,7.63419800036405,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166266,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.5063677347150335,0.7209585820080755,0.3701101881886433,0.4350027094191438,1.5,28.8661,0.0954091025641025,0.0603867948717948,0.0523179487179487,8.026423395445134,2.1614337474120084,1.7941407867494827,1.3401475155279503,159.786,115.63,102.156,131.906,1,1,1,1,1,1,1,1,1,0.0062485256410256,0.0192805128205128,0.0041529487179487,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,38.63417682485663,0.6679761350439097,0.4457593688362919
91,1.017,2.2815,3.5,0.15,0.6665649834678218,1.0,0.0311693113307878,40.0,RSN3966_TOTTORI_TTR009NS,6.957163687029462,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516602,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.1398463927227958,0.8707266078854318,0.3365813584404354,0.4359236320211769,1.5,29.9996,0.2001827564102564,0.0026814102564102,0.0076980769230769,0.9311309523809524,0.5682996894409937,0.327851966873706,0.4746221532091098,85.1849,30.6859,40.3225,77.5634,1,1,1,1,1,1,1,1,1,0.9591685897435897,0.2060384615384613,0.1310641025641026,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,38.71596731921117,0.6665649834678218,0.4457593688362919
92,1.017,2.2815,3.5,0.15,0.7634376883563314,1.0,0.0311693113307878,40.0,RSN3964_TOTTORI_TTR007NS,5.927459484677221,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166514,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.313785830021798,0.7359453751196063,0.3163567016051651,0.3806092271879111,1.5,28.0023,0.0898089743589743,0.0670371794871794,0.0549346153846153,4.047929606625258,2.062326604554866,1.2396920289855071,1.1087888198757765,104.503,107.689,112.469,116.315,1,1,1,1,1,1,1,1,1,0.0209673461538461,0.023213141025641,0.0076129487179487,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,33.80329332657408,0.7634376883563314,0.4457593688362919
93,1.017,2.2815,3.5,0.15,0.6776917439273968,1.0,0.0311693113307878,40.0,RSN3979_SANSIMEO_37737090,13.262847359938124,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516659,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,2.0372913938279997,0.5153398034972291,0.4263203779720079,0.4287663693340764,1.5,28.143,0.0783814102564102,0.064351923076923,0.0504673076923077,5.107479296066253,2.1620652173913046,1.0473524844720496,0.8948188405797103,97.1516,97.9263,107.596,99.1046,1,1,1,1,1,1,1,1,1,0.0712263205128205,0.0472980769230769,0.0329538461538461,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,38.08030472160432,0.677691743927397,0.4457593688362919
94,1.017,2.2815,3.5,0.15,0.8131994016663011,1.0,0.0311693113307878,40.0,RSN4031_SANSIMEO_36695090,4.715656050465879,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166712,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.6640206240119704,0.6257253376618397,0.3376275007929999,0.3573187928766645,1.5,28.8926,0.2000076923076923,0.1191384615384615,0.0672564102564102,0.4266485507246377,0.0949816252587991,0.3881159420289855,0.3027872670807454,27.0802,7.95718,6.88405,31.6469,1,1,1,1,1,1,1,1,1,0.3911153846153846,0.3371410256410256,0.3181333333333334,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,31.734784928753037,0.8131994016663011,0.4457593688362919
96,1.017,2.2815,3.5,0.15,0.9540022913160433,1.0,0.0311693113307878,40.0,RSN4040_BAM_BAM-L,1.7342925022827973,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166663,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.8370129129005053,0.9174475667300463,0.2201292019536543,0.3045814786991614,1.5,26.6024,0.0111589743589743,0.0124647435897435,0.0155160256410256,1.6874715320910971,0.8041071428571429,0.7944021739130435,0.6662137681159421,91.9603,93.0668,94.7867,95.867,0,0,0,0,0,0,1,1,1,0.0037232942307692,0.0036383365384615,0.0046193141025641,0,1,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,27.05099175440181,0.9540022913160433,0.4457593688362919
99,1.017,2.2815,3.5,0.15,0.660325146047394,1.0,0.0311693113307878,40.0,RSN4211_NIIGATA_NIG021NS,8.104739761333612,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166246,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.4831357678389816,0.5397082637272734,0.4238900721311466,0.4400429550665229,1.5,27.6434,0.0757685897435897,0.0556314102564102,0.028350641025641,3.73574016563147,1.5560688405797105,1.1092443064182194,0.9971066252587992,193.876,194.095,192.388,190.928,1,1,0,1,1,1,1,1,1,0.0702640384615384,0.047260641025641,0.0138576923076923,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,39.08181941963857,0.660325146047394,0.4457593688362919
100,1.017,2.2815,3.5,0.15,0.8193984280981907,1.0,0.0311693113307878,40.0,RSN4854_CHUETSU_65020NS,14.295434702637376,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166668,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.6603189612988236,0.8477960814846881,0.2649346544492286,0.3546155552749103,1.5,27.6677,0.0374557692307692,0.0210948717948718,0.0265679487179487,4.807996894409938,1.6284213250517598,1.1150129399585922,1.466977225672878,93.662,94.1519,102.971,117.388,0,0,0,1,0,1,1,1,1,0.0274017307692307,0.0086798076923076,0.0068330769230769,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,31.494700540209273,0.8193984280981909,0.4457593688362919
101,1.017,2.2815,3.5,0.15,0.5082000835536622,1.0,0.0311693113307878,40.0,RSN5267_CHUETSU_NIG021NS,13.624630707928464,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516637,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.901121020609223,0.7374296756167481,0.3976999263851974,0.5717658024366428,1.5,27.3,0.0326493589743589,0.0298865384615384,0.0179794871794871,3.335222567287785,1.10319099378882,1.009811076604555,0.8106573498964804,63.8653,64.8524,67.1479,69.2308,0,0,0,1,1,0,1,1,1,0.0242439102564102,0.018389641025641,0.0050873012820512,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,50.78060581102939,0.5082000835536622,0.4457593688362919
102,1.017,2.2815,3.5,0.15,0.8369699355743208,1.0,0.0311693113307878,40.0,RSN4882_CHUETSU_65321NS,8.52536308889458,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166528,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.4081828159623244,0.845941921505247,0.3063925319842321,0.3471706882422739,1.5,28.8803,0.1999993589743589,0.1244461538461538,0.0897461538461538,1.506702898550725,0.5414311594202899,0.6777846790890268,0.2711930641821946,17.8652,8.85577,41.2062,63.4872,1,1,1,1,1,1,1,1,1,0.3833108974358974,0.3378698717948717,0.3218064102564102,1,1,1,1,-3,1.0,1.0,1.3499999999999999,25.806708116070713,30.833494751949964,0.8369699355743208,0.4457593688362919
103,1.017,2.2815,3.5,0.15,0.6225872031236682,1.0,0.0311693113307878,40.0,RSN5807_IWATE_55462NS,11.671510196682314,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166905,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.314231889713763,0.5640036787059115,0.2680661131491899,0.4667160312861597,1.5,22.8345,0.0021942307692307,0.0029160256410256,0.0027444551282051,0.3968607660455487,0.1225041407867494,0.135282867494824,0.1957057453416149,63.8781,63.9342,63.8256,65.093,0,0,0,0,0,0,0,0,0,8.627564102564031e-05,7.652564102564105e-05,0.0001030641025641,0,0,0,0,0,-1.0,-1.0,1.3499999999999999,25.806708116070713,41.450752579867235,0.6225872031236683,0.4457593688362919
104,1.017,2.2815,3.5,0.15,0.5160906651743942,1.0,0.0311693113307878,40.0,RSN5804_IWATE_55446NS,11.174489983387168,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166417,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.501326252738016,0.5374540386843705,0.3504044068048234,0.5630239959353663,1.5,27.4931,0.0237589743589743,0.0212320512820512,0.0263211538461538,4.191821946169773,1.5556237060041411,1.2873757763975155,1.335217391304348,115.638,113.155,110.258,94.114,0,0,0,0,0,1,1,1,1,0.0101821538461538,0.0096372435897435,0.0079444871794871,1,1,1,0,0,-1.0,1.0,1.3499999999999999,25.806708116070713,50.004214099377826,0.5160906651743942,0.4457593688362919
105,1.017,2.2815,3.5,0.15,0.4669961296302683,1.0,0.0311693113307878,40.0,RSN5818_IWATE_48A61NS,3.389050717697468,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.20923208051664,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.0287948087823295,0.7244331210444315,0.5456498495006105,0.622213783230882,1.5,28.0738,0.1098916666666666,0.0455192307692307,0.0356532051282051,4.745367494824016,2.0178183229813667,1.0816123188405795,1.1954399585921327,78.3054,80.2854,77.5314,81.8682,1,0,0,1,1,1,1,1,1,0.0900229487179487,0.0222160256410256,0.001925641025641,1,1,1,1,0,1.0,1.0,1.3499999999999999,25.806708116070713,55.26107493974841,0.4669961296302683,0.4457593688362919
109,1.017,2.2815,3.5,0.15,0.700811154126697,1.0,0.0311693113307878,40.0,RSN6980_DARFIELD_WAKCN80E,8.379032266231237,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.209232080516662,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.8363847413059824,0.7170780262679491,0.2566507789839889,0.4146215808073415,1.5,27.0802,0.0194179487179487,0.0192474358974359,0.025425641025641,2.925258799171843,1.165587474120083,1.139495341614907,0.8216071428571429,54.4909,53.9029,52.61600000000001,52.8635,0,0,0,0,0,1,1,1,1,0.0109737179487179,0.0100039102564102,0.0116507756410256,1,0,1,0,0,-1.0,1.0,1.3499999999999999,25.806708116070713,36.824054474745445,0.700811154126697,0.4457593688362919
110,1.017,2.2815,3.5,0.15,0.9407580614609976,1.0,0.0311693113307878,40.0,RSN15_KERN_TAF021,9.743036423700785,0.0767230276945186,0.0767230276945186,80.0,80.0,W24X68,W18X40,W14X159,25.80670811607072,1.2092320805166832,2.202953566257563,4.043163470683025,0.4616529442913802,0.2515357114235589,0.9012327789065064,1.7243410980357696,0.4940752131603855,0.2864204930182356,0.3088694537681357,1.5,27.808000000000003,0.0455057692307692,0.0404807692307692,0.0361942307692307,4.307867494824016,1.6874171842650103,1.1900983436853003,1.0849534161490684,57.1025,57.1603,56.6044,60.3025,0,0,0,1,1,1,1,1,1,0.0276928846153846,0.0090860897435897,0.0059060897435897,1,1,1,1,0,-1.0,1.0,1.3499999999999999,25.806708116070713,27.431822456023276,0.9407580614609976,0.4457593688362919
