cost_mean,cost_std,cost_min,cost_10%,cost_50%,cost_90%,cost_max,time_l_mean,time_l_std,time_l_min,time_l_10%,time_l_50%,time_l_90%,time_l_max,time_u_mean,time_u_std,time_u_min,time_u_10%,time_u_50%,time_u_90%,time_u_max,collapse_freq,irreparable_freq,replacement_freq,B_mean,B_std,B_min,B_25%,B_50%,B_75%,B_max,C_mean,C_std,C_min,C_25%,C_50%,C_75%,C_max,D_mean,D_std,D_min,D_25%,D_50%,D_75%,D_max,E_mean,E_std,E_min,E_25%,E_50%,E_75%,E_max
502015.4900787197,86713.6145930572,241570.8277762928,396046.9080019266,497251.1141233549,613320.9890857222,1296574.9420145468,129.31180547073012,39.82157471421013,48.63534285022491,87.50319261251816,123.783615832017,175.81763789260037,981.7273509878648,321.81861049058534,66.21551940377732,141.31446077672155,244.6365614546999,314.74008492647147,405.7567641967845,1171.6646133308866,0.0,0.0,0.0,32668.247449959195,27656.55613481968,0.0,12339.639516657233,23689.04703013929,45473.08265628243,303966.8560956193,243864.21681163856,60940.45250585538,100278.55752347228,200815.0485642016,236128.8182909239,277526.9189096488,935549.2142189766,218447.88839345105,55102.6203207674,56403.26571256144,180045.47356525672,215962.55740421204,253143.99034577527,526868.4505093779,7035.137423670965,3225.734642728209,1679.0814460757442,4818.65807523788,6346.159092496076,8445.329300999198,44043.15865273832
8100000.0,0.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,4764.705882352941,0.0,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.0,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.045,0.955,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18867.43834948506,8259.282458342459,3214.4405439327143,10789.784445591697,17422.999864132442,28123.046692949752,130872.35966766368,7.08813849103618,5.256545129394858,0.2974255254911434,2.9308091126096607,6.038639687587217,12.262385251121987,149.82632961488474,11.900352202389795,6.539780008456924,0.5751654313262514,5.9151623798968425,10.62898065996432,19.204308733540984,155.0523812516734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11871.78498843484,6058.026800673996,188.08493841835468,7129.544972839614,10682.076761116845,15416.229945273357,51577.22430789704,395.60009738972514,4753.081671858237,0.0,0.0,0.0,0.0,118733.22939316338,6600.053263660495,3124.385937346695,1270.8893968387706,4474.142547259461,5924.983760468819,7917.545483801181,39875.45448363426
17682.2592634738,16713.767160227697,2844.927477495621,7685.872206019088,12410.909106615123,33683.88016698672,165104.87158774867,4.927755490400152,6.583761106382778,0.1567565516353738,1.413656711029388,3.191291523901331,10.208697003378305,141.30346994773657,7.500798205862674,7.682181336512005,0.3430291443884324,2.541502346110762,5.556932272883184,14.680553015126003,143.98674059124744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4769.920764498894,3466.674160153304,0.0,2563.9734542969127,4136.239012945541,5938.9764565691885,51975.80236672193,5026.198269408451,15888.051988933326,0.0,0.0,0.0,0.0,146246.38453100677,7886.140229566455,3483.0308815225035,1553.3993575236484,5513.20120396989,7107.395787672587,9416.5508539882,45518.037713214246
8100000.0,0.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,4764.705882352941,0.0,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.0,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.5108,0.4892,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28839.14025216022,10859.481277331985,7563.84438773522,17835.429565185143,27593.962232040667,39991.65244186714,159741.0085366666,11.5733764969372,6.653052149820796,1.7169422934449414,5.759198448636152,10.586194267098271,17.830356613394272,145.95126170706217,19.556510088343828,8.56323951772987,3.441804783051106,10.95143210405612,18.542099177100702,28.63748234974123,162.24532371174007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20636.493946203194,7909.562754796594,2910.714207063948,14832.716337605048,19889.459437841186,25540.20086959078,69392.68396999368,709.0207008416464,6631.668975002946,0.0,0.0,0.0,0.0,120047.7139976116,7493.62560511538,3406.902844652706,1595.6987069711226,5162.8710721288335,6732.465851148542,8996.25599648265,38393.02135065384
8100000.0,0.0,8100000.0,8100000.0,8100000.0,8100000.0,8100000.0,4764.705882352941,0.0,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.0,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.1566,0.8434,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61876.07260976295,38840.56431945645,7084.019834230075,18909.04072098882,56169.32752625117,116752.51859259552,252891.1262010821,40.36044642563335,34.86049873734977,1.4176923114483346,6.372681659998796,31.149164246030303,92.24258307043269,191.97814335393397,50.493095695953336,36.90704629626971,3.0976160796813823,12.071610367347567,42.64162409834399,103.98873174397728,212.3119299035908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17930.775674655924,8370.256114611175,2396.2586880746403,11939.53587458891,16806.473969887906,22509.67555598708,114395.9187837662,36927.71683620451,37719.13014186557,0.0,0.0,32490.9086078144,63709.816447489626,193921.1902141841,7017.580098902524,3216.423681953361,1341.5411740919271,4814.101991396909,6313.924463814084,8448.29117410976,35906.58460936526
39066.21050815806,20154.881763959285,10383.651950842488,22948.38669758673,34399.937268211754,58416.99413243932,215183.3416293828,15.963424808792292,14.6167432630518,2.487942862017084,7.5796434951103135,12.810933565708847,22.180053294473478,205.34310101753996,27.63705743160109,17.211280956423074,6.2066106542873305,15.090123327296151,24.185355058322305,38.84215615350264,223.98939468408145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26328.00371627685,8518.809542168641,4988.315967273474,20145.950798019527,25817.033809531127,31663.974132943687,77744.27122901163,5432.377934927424,17835.540123532108,0.0,0.0,0.0,0.0,170070.10396493683,7305.828856953793,3300.4185395788936,1427.7508534007134,5050.626591541363,6586.961054495943,8777.14316702192,36092.50551123504
8064518.490870516,429154.8974587308,2391500.440703192,8100000.0,8100000.0,8100000.0,8100000.0,4737.547670297063,328.3581468400241,534.0125631131419,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,4744.713871614466,241.9506838849813,1436.5119441126135,4764.705882352941,4764.705882352941,4764.705882352941,4764.705882352941,0.0008,0.9924,0.9932,2073373.583845584,174045.07276085377,1587363.272172439,1965736.110121691,2067557.8457978128,2192407.1598120057,2434053.3450759547,511288.090883673,53300.20686403665,403005.3483192903,476256.6038377688,512679.7876976095,544030.6378287873,644405.3607899748,289920.15924739675,54050.89029099122,156863.4041426186,261605.02608851664,292060.0871550852,326384.8223379556,431880.3551044447,7549.176393366122,3640.630500952,2882.1887788452395,5325.3292465162285,6952.959684537929,8355.151077446899,24485.20057135963
4604574.937322827,2933380.340511791,1445032.479619292,1967234.7301970536,2345017.56667695,8100000.0,8100000.0,2279.005171526041,2084.205277319581,325.59336338221124,462.69022966234326,608.3517355316428,4764.705882352941,4764.705882352941,2777.270313177306,1669.3649969927278,930.7884888668611,1247.1627294293814,1527.0633529684906,4764.705882352941,4764.705882352941,0.0001,0.4125,0.41259999999999997,1323743.1347559828,170494.99456735628,769396.0677232681,1208911.5330163464,1321043.4956563264,1435449.3523230334,2780841.3415786065,512054.8859267111,61326.78018823902,310563.98318043206,475227.8690916639,508318.2270720481,544398.2468531462,1565088.0223211292,305881.1974433962,64051.62533054253,117368.6542753538,261561.2870359156,302193.6397275862,345413.56517638336,802619.9966319328,7648.220285259965,3397.628517456636,1694.457299753915,5302.104862622028,6937.736204703189,9162.173521117697,36653.628976772605
37927.38194993199,24843.912625573557,7762.904231389675,19553.180225782788,30915.23265889473,69607.92705179438,255493.08542950096,19.35017630319116,20.27963145743815,1.7312606476774626,7.392142841076387,13.283412001602898,36.94890663322007,227.83667085238355,29.646065925282787,23.247794039087584,4.487456873973563,13.839391822278662,23.014800871108783,54.37343166742717,250.91720138409812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25028.697178724586,8454.397880020022,4988.177956575646,18917.37907720469,24464.88637028807,30261.95582651782,79544.94975672956,8309.336564196385,23109.002713018213,0.0,0.0,0.0,0.0,216115.5835050385,4589.348207011019,2256.482434636301,759.5651623210962,3025.6331589143783,4121.790701798239,5555.643569513488,30741.790190932374
19843.576533114003,7618.167588875062,4528.48401471619,11225.67531808782,18828.497741352887,29489.86809243997,98681.80519995482,8.286314487796965,4.340715720826855,1.0298111943518424,3.620713354489531,7.483274927471248,13.94028176397355,76.7653187046533,13.853362195222608,6.033911511644971,1.2319894223290198,7.078000971160627,12.859401348905578,21.935013702326906,80.74452759770014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14808.91931860493,6867.732408244568,1252.6088905819663,9590.45851022268,13776.20758400553,18825.7981373573,62555.619809836695,94.55386025079906,2206.273640630226,0.0,0.0,0.0,0.0,62919.72770855295,4940.103354258275,2452.436417158958,1015.1136756582011,3287.28982472825,4396.730688323307,5939.146919302104,36028.26553283906
21846.148692944596,12149.563092949416,4259.256848944329,11991.020433423326,19671.164865933777,31550.470940265724,165224.269965545,8.920701141143315,9.476761997190607,0.9981238020842602,3.488324386412609,7.218462777894732,13.997651856241797,170.27394036101725,14.491502480917374,10.752592851012642,1.3580765866201845,6.898818332801686,12.521851931142452,22.19572516701082,174.73429738738855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13896.484219269636,6622.658799940741,1252.5992520641978,8786.666092341096,12884.748459220664,17737.843866095995,54993.92509860055,1438.0489717274286,9670.40599465336,0.0,0.0,0.0,0.0,130716.41324383796,6511.615501947529,3057.343691008068,1506.716700273346,4397.558441877925,5863.417778318519,7861.29557840457,35070.71481196685
