,repair_cost,repair_time,repair_time
,,parallel,sequential
std,81303.24246458661,47.80105150529164,47.95550805337382
min,6187.195162149326,1.2943889769767787,2.8249847238625447
10%,14433.10116203037,4.462987199563068,8.463321004334501
50%,23225.994930356523,8.96666853546745,15.209449864651976
90%,34718.90611668185,15.825776303129718,24.653348289438245
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,685813.134892267,400.10559898084506,401.54021327354366
std,2235107.1866877866,1315.7721961021134,1315.3419734876543
min,2272.649931766431,0.17666498201515257,0.3615567404853617
10%,6244.059107545847,0.9298824988264731,1.6059947698346313
50%,10472.607829588247,2.49901024789711,4.09368493372172
90%,50622.137526907194,13.748903700320984,17.745718262429794
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,7341788.2024232345,4277.61934137167,4329.473827711316
std,2168304.6902110637,1392.9493414291906,1245.0724647092024
min,823245.2029434644,160.13981877829977,519.7039940786071
10%,1325380.9340405357,384.30126064893136,941.9011235688854
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,49031.25250747859,26.657349907868344,36.53147094031004
std,143507.17612948158,86.85319662988033,87.62776069351658
min,6853.194877564014,1.4302813769851626,3.3872439605867193
10%,18026.120071295816,5.563817937917597,10.852841142478113
50%,31933.116094950627,12.375174770164627,21.83261372282712
90%,99386.4845023312,69.66799003253026,84.49515036646874
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,270816.2869917593,151.01380664150975,162.2555365518278
std,1350801.4704767403,795.9867442676212,794.079715348836
min,9618.703812782403,2.272904920114918,5.341148973240367
10%,22541.965404062747,7.511746792781314,14.939078700224094
50%,34288.32708279861,12.782624290002964,24.176983866996963
90%,66730.19250766725,21.47360518521136,38.605265340183905
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,5773893.240428303,3282.003157326074,3414.515241567805
std,3329426.598452553,2122.075515095895,1932.8395894329904
min,653137.2006018254,143.47584504864483,438.45733523407915
10%,958430.8620824736,219.92126868289614,606.8335101912913
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,45156.423967781375,23.159052983513206,29.6545079612441
std,387251.5867488422,228.22808994330012,228.0470764846351
min,4952.802553097603,1.2982408088953439,2.0015254095284436
10%,12961.720169269767,3.930332712909866,7.6191611227644875
50%,21605.675499452314,8.233086692099285,14.465837006765966
90%,40366.18176859728,18.17199960730161,28.12239584750045
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,375021.5182666478,217.2013182189943,218.82994990028408
std,1675032.5261683052,986.0517322339832,985.7017070056208
min,2257.208735012113,0.16402686795487864,0.3605562784693643
10%,6350.099876119833,1.036707207990576,1.7762490722572473
50%,10536.641931733742,2.620931718574887,4.310772578459336
90%,20183.297389972555,7.570854368904222,10.1553175810846
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,40112.531919748566,16.31071881162501,26.907810087442723
std,141257.0271391047,83.35469161395865,83.7058567787751
min,7974.60978109017,2.360225570785237,4.984959324010426
10%,20772.797582184543,6.828510040840482,13.309828487001715
50%,31900.636132403255,12.129066616076564,22.05553566498653
90%,65364.054212898285,20.837969446377823,37.03080990324242
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1425630.24320299,609.6158756753371,903.2505360036113
std,1991006.4388391082,1239.8691561297558,1154.5171031768834
min,478128.3156815574,97.75379779876317,281.84423466858914
10%,707418.5549131379,169.20207062195186,449.73926825026155
50%,837495.308469173,234.3390201632714,557.841319200249
90%,1085158.4898357014,437.11942808720704,814.2907790823534
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1659531.8177994636,973.4928302592622,975.7596304064132
std,3245624.1175856176,1910.5873199622856,1909.4553363087339
min,2511.2027659403757,0.16509844564403936,0.3306391965958323
10%,7687.448629366183,1.5488068755219508,2.7062004332715666
50%,15190.019387604027,4.697741491495114,7.425873662173988
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,113166.21274676325,64.74417866279616,70.10308581319171
std,815267.8375549718,480.0623866467992,479.5986798270963
min,4687.226828359444,0.5376922571651308,1.0372569978747341
10%,11485.538174923904,2.9874518435553434,5.939996939194306
50%,19804.94883673598,6.9042649340955125,11.847547489422947
90%,75377.41049816748,52.55413493139902,60.786071545428435
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,112597.42904280944,50.2135870306222,74.30373996993967
std,526256.8952764783,310.64700775846745,309.51936429310456
min,21572.94680185022,5.679711814489197,9.269179477578051
10%,41839.77853933331,14.199209044622451,30.23240199653814
50%,65003.52864420485,22.23009507593779,45.67759281041076
90%,132087.89059887512,59.811205528845974,94.03750309825578
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8082744.189084775,4753.52169736065,4754.809227462653
std,344772.0637559795,223.45040608511903,197.80455611218434
min,909349.3117272413,200.61363867537204,612.731749024527
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,218965.05926218256,62.81965868538082,137.58998151925974
std,95547.67755033163,55.4562672204776,61.98006030705453
min,52905.00757537857,15.031337800959584,38.381850608418496
10%,150557.5628489281,31.81835658652336,86.52461298030865
50%,215184.48422806253,54.28526261004142,133.39684146588752
90%,289093.76608337316,105.73090925455726,193.09190232957246
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,203061.86939246597,115.4240420804539,118.73770739370352
std,1214430.7212459573,714.9928704164222,714.4909369096974
min,3505.3703166325677,0.26420553064714114,0.5303270937309262
10%,9347.297181203441,2.190791932100083,4.217422909294387
50%,14774.277534447963,4.310447142280808,7.5747178781133595
90%,25585.136151762137,10.553924139014827,15.676736498908516
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,162432.32039989758,95.31562309850662,97.71451268604731
std,1050451.861093374,618.2354398145835,617.9513433782428
min,3053.115805678187,0.22674829830463228,0.46878805814366475
10%,7513.985353458678,1.356957770548971,2.3582205079705614
50%,12923.53381233988,3.4400096689389823,5.759670431719375
90%,70128.73667849421,55.67468343322393,59.93676222989211
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3008203.07489359,1532.0313118207746,1834.9760534662028
std,3186481.756037851,2022.9873753899285,1835.0223090426255
min,659699.0643573421,128.7813746042727,406.11545490093664
10%,896956.9420241022,207.13698103922917,580.6878528095384
50%,1063366.664691499,282.59105012291,725.3209934261616
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1299018.9044301969,756.8152183742442,774.1624332424036
std,2859707.2030857173,1685.3562460204525,1678.1435936665293
min,7788.686915385471,2.3140519542498876,5.288640112362086
10%,36156.63286168932,11.305902324007295,23.79309565896598
50%,104905.44113718538,50.803515200620126,74.31441777705405
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,62430.47890434155,30.56611834391834,42.004770131507904
std,455756.50888372277,268.48462296180475,267.95214438237633
min,7692.332733987618,2.69595040603036,5.724212106777095
10%,22071.164105168868,7.872242607786094,15.494176114911077
50%,33281.360379416525,13.276799740902764,24.614632593905696
90%,50418.70991019039,22.042124332514188,37.42425939787991
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1385548.5833583665,584.2011645558295,879.9858290570205
std,2020383.0789083564,1257.7263137859147,1171.5689439785895
min,449723.4818917638,87.622038376983,267.9209197906516
10%,651989.3561448656,146.9390791165619,418.4772174293792
50%,783445.1236191102,199.49275054706243,525.2484560262549
90%,1040110.623240199,381.4392424729745,801.8275311063779
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,7044999.612061798,4093.68835158088,4151.663825067706
std,2528707.4375753105,1608.2528251340523,1469.498236725903
min,697332.6343099495,137.34056547513342,433.8545708088524
10%,1023547.9856859614,251.3359365617249,659.7135528872525
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1190081.9398983957,696.793968898326,697.8062139259926
std,2851515.2545351125,1678.7115435267917,1678.2966274961907
min,1939.093136163834,0.1491696488590722,0.389458021460154
10%,5625.46480772843,0.6579330708939765,1.169273585909946
50%,10116.649750491002,2.1096328079028073,3.2657270565447885
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,897446.1356320654,525.7714901656535,527.0374917599983
std,2529684.97426993,1488.8000336978657,1488.356355293538
min,1549.896343511838,0.09704666007491856,0.19295950468366807
10%,4846.0078867871825,0.9035905366762998,1.4704220678706021
50%,8675.521594312835,2.5749749155530095,4.112306839607758
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3962299.473307102,2140.0720732989357,2373.7046726129493
std,3521444.8626801902,2233.5909158530594,2035.7686403574678
min,595907.9092777141,127.57863235034014,392.1610753655451
10%,869237.083486043,196.96012175956844,557.8352325901684
50%,1076744.5737503194,286.83883880680924,736.8120181111831
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2588194.0124501856,1323.0382579249303,1579.3477105389868
std,3133104.7352323816,1956.2724729719573,1812.2464246615966
min,469182.8034927363,92.12510081967561,279.908230855768
10%,689306.8696732007,155.71402382245648,445.17866318371347
50%,844937.8273944744,220.64092363301552,576.2884374058046
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,411469.4013031953,238.86109293361255,239.59355688366588
std,1760247.2128467876,1036.1675785994103,1036.0004718666314
min,1812.0705863453634,0.1027156406023681,0.2567556605145197
10%,4622.350305993814,0.43628708662809124,0.80006034261193
50%,7892.00564938141,1.222507169918094,1.9092390504641026
90%,15182.928404027227,4.079188687898492,5.604465913430003
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1709696.0884383596,748.120502119184,1051.1593213427902
std,2338086.327540531,1469.2039908220386,1359.8036447536037
min,525335.7342062015,99.43539957595192,312.19004895295626
10%,743872.3530249338,165.42980577536756,465.8610911195984
50%,867752.4832636776,210.5754683739642,560.8249120692749
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,433804.6411698544,123.95867681130171,271.55412664453445
std,491225.0958916262,296.4996095438565,290.3484084797525
min,185350.84905937474,35.470571374260096,103.86250885311237
10%,315964.01874022954,68.20295337215494,189.47233268830564
50%,398816.1538131997,99.96329600044089,247.3274072942841
90%,497007.4605352542,149.25263544281992,323.84131355129654
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,3066110.2062881463,1582.6918993844765,1837.7134805701137
std,3290985.3047960163,2080.071749435179,1914.080283929145
min,557534.8913461439,124.17031670055312,371.9114966613187
10%,823009.3477824429,185.05447300372302,513.2410068724995
50%,962840.3453719746,238.64439446027473,622.7305789925006
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,50976.3804756774,25.38935939056685,32.56395202163141
std,434301.8514790721,255.8127201026874,255.49922511251378
min,6804.125459196641,1.340335033089822,2.9253241395767517
10%,16067.850013620453,4.9440315078883295,9.403154703081565
50%,25619.03039329743,9.717171397822792,16.835369616952356
90%,38850.67422348621,17.622116972872245,27.473799331854476
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1683260.0040407581,989.7621111919086,994.0348866632102
std,3253701.337163723,1914.228997829745,1912.0809902319802
min,4054.1226604550525,0.4139577342633758,0.934876065410241
10%,12152.885256514548,3.1398665959302643,6.206620546794673
50%,25181.70928408941,9.835816213431421,15.578197029818169
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,77318.5012320255,44.766742009282815,60.87735027717035
std,120697.28006938538,74.80232096380702,76.19477854371277
min,9354.157477602246,2.4775020826174905,4.959504923479551
10%,26472.70600086847,9.063474501389981,17.82584276526491
50%,71749.93762665795,36.44802855949459,54.533380335956544
90%,132333.4526940531,93.57686663226825,113.24474972533726
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,768030.0745214833,453.10103641028155,455.92995825228803
std,2314623.662534866,1361.2896897329113,1360.42929421956
min,1884.6195275036907,0.1700579294443272,0.30438355515151994
10%,6670.269127181593,1.3257275519594192,2.163681449386769
50%,21159.63330223636,8.312121977097185,11.449777965415212
90%,146012.96201019132,120.08280575397087,126.9042357687969
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,80977.15281512427,36.47036011285982,54.324633323940084
std,378288.16977528395,223.29606911702675,222.96979418758133
min,11835.607542136968,3.5983690482899124,7.443675107361113
10%,30105.44702503798,10.459212653521188,21.234792562631092
50%,48255.99166689953,17.3663700329163,34.51890340412955
90%,116043.54919253361,60.073423328493,84.63600320156522
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,79558.03654423465,30.902821142362214,55.32538106027707
std,144207.49805251337,85.27560114905549,86.82750861516514
min,21393.774732623842,4.407311755318662,9.197026697488068
10%,39672.730610016035,13.624630610194044,28.63798409034465
50%,63662.95669573998,21.211307815941332,44.31960706486381
90%,131504.01463897512,61.0747014923262,97.90090065854253
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,1224872.8753762124,469.1002987744959,771.4650430600619
std,1683726.9700771135,1051.6658166092743,979.8444923755101
min,481406.459484498,98.26820132872939,284.16356151264733
10%,695202.1685726593,157.18698948052642,435.56210696353185
50%,817047.6161016634,206.1672862976266,531.0745032802329
90%,984880.2510969617,311.6566046536872,684.0287418368043
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8085222.262367627,4755.222007207119,4756.09298044141
std,322188.85107497143,206.75769780035938,187.79540770573377
min,877349.5315421055,179.51461598910834,542.1696063924777
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2019788.7808007302,949.50286955809,1265.3200665624508
std,2614650.2562098606,1640.7851172446858,1507.4757672542196
min,522152.18255500763,105.42065996180115,330.4046981318331
10%,764673.7972407682,176.40911825381428,498.01057352778855
50%,912436.8334347168,241.89525100151832,625.2881561564906
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,37252.062301970574,14.837577589210955,25.69220905136507
std,140111.29859434543,82.45209805762177,82.46839792045387
min,8856.547428573665,2.713026570542735,6.122685197215769
10%,22680.52573851253,7.611748080847283,15.05112900878327
50%,33701.90707232002,12.704989733358492,23.55536068488286
90%,46851.203697276294,19.893654228861653,34.30871010304963
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,75355.41530285562,38.24611603772815,55.55710149013903
std,145335.90432389363,87.93050974390307,89.33546198630631
min,10306.209649184852,2.333869910634286,5.533457353379882
10%,27118.84469134898,9.090347394014866,18.165762284865785
50%,66921.26622887293,21.17499628091595,41.570855659768476
90%,132358.72905391996,86.49318119361995,108.50960518526364
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,134389.4040528751,69.95796273544863,97.24691992405974
std,409155.5016481369,241.9364022609866,241.02132701564693
min,17469.20221380515,4.588904431475971,11.07981173648536
10%,57148.577539368445,17.371976137587186,38.40585758326243
50%,110014.98006562155,53.07088481925402,81.92721528798404
90%,174887.47247555974,104.37034998730154,134.50211507295296
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,355097.48198157846,112.38269286847878,224.49891194167984
std,530744.2791285607,318.15990538335257,312.27042926893546
min,132205.64190874505,29.562232477949234,87.77305967286755
10%,240513.30431235387,55.12152257048817,150.08360673050473
50%,315580.454624176,85.23313206970747,198.512062628707
90%,403387.4049584339,133.62429571149298,262.50070097206816
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,184338.40949325732,70.69933266291244,114.74885364444815
std,606744.6182836137,359.6161305336636,357.15276051085806
min,27551.145409867495,9.198060442327742,21.325445589611093
10%,72428.21412333315,19.938085443452493,48.85395978514572
50%,134065.5688171824,32.656017668350856,77.132876145186
90%,208072.97228940844,88.29811546211165,145.24650525025066
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,429749.09189057414,248.37176436933404,251.7667429679309
std,1763636.730719998,1038.4779933654909,1037.7189861090849
min,2742.3238414955085,0.22033635072965546,0.44190744316043346
10%,8049.088422699346,1.8606683943711895,3.4918060360821035
50%,14273.625022262753,4.418207951907972,7.466433901426119
90%,77849.55690609574,39.56990527683804,47.430036013999654
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,2987396.7155600674,1535.472864777895,1823.0797374919403
std,3180523.1746136197,2009.3893302372578,1831.7915387248468
min,638953.0642860434,126.24113829832874,415.13699961531614
10%,894891.2003355775,212.29194397894756,577.213343745053
50%,1054803.8335420724,304.0998026716577,720.3488272369616
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,720864.038285382,224.00261461617262,457.4607864616476
std,905564.6189527122,556.2325437361546,530.6994635752474
min,336794.4137275858,67.64333475115943,213.48258663378903
10%,504721.7439470693,113.05998289452616,311.9112202970352
50%,607735.6612993763,151.38303519745796,388.9446782584956
90%,732407.5288475194,207.8109044106321,487.1987846724512
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,208451.22124449196,118.88738195402411,124.24731531716915
std,1216295.222798041,716.0538931704099,715.2427596566438
min,4091.522396666075,0.7656457019573835,1.6395890580164678
10%,11834.777097519298,3.5347368435535698,6.894449150913473
50%,19739.338747741862,7.568429662845528,12.919895492604457
90%,32068.676516770538,14.756693873737792,22.815566760922223
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,52387.553576353865,24.091816817427457,38.47186785748937
std,142217.28471274895,84.69588375978599,85.46698251577716
min,12449.459783901628,3.488007182271363,7.311616877344517
10%,27181.156452125633,9.752564503557899,19.051769976313086
50%,40574.48493042549,16.1012450925481,29.5643493384759
90%,91155.5619530625,45.15061451182359,67.4299474796604
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,174395.31198360425,103.83046067192807,120.6009748619739
std,874352.1705912935,514.8164416109151,513.1760669543654
min,12838.818998282837,3.1199825441378946,7.418354598383097
10%,31699.605893774235,11.037731842605135,21.650134050447555
50%,75574.66134547857,41.12982035868157,60.10278420360579
90%,134014.89134284647,100.06150123283892,119.87499966019988
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
10%,8100000.0,4764.705882352941,4764.705882352941
50%,8100000.0,4764.705882352941,4764.705882352941
90%,8100000.0,4764.705882352941,4764.705882352941
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,69561.0865046539,37.82089776557153,42.80753438356952
std,603032.6598187435,355.16602047462294,354.86435839395983
min,3587.2225756183343,0.49543611052870556,0.9736891612993972
10%,10738.985660668091,2.8625807720438914,5.723447058611026
50%,17951.147903507474,6.270378446011662,10.90369921938617
90%,48316.57256114913,18.32774463773887,27.893042703421226
max,8100000.0,4764.705882352941,4764.705882352941
count,10000.0,10000.0,10000.0
mean,8100000.0,4764.705882352941,4764.705882352941
std,0.0,0.0,0.0
min,8100000.0,4764.705882352941,4764.705882352941
